Datum;Tijd (CEST);Locatie;Golfhoogte in cm
24-10-2023;01:20;Platform HKZA;96
24-10-2023;01:30;Platform HKZA;96
24-10-2023;01:40;Platform HKZA;95
24-10-2023;01:50;Platform HKZA;95
24-10-2023;02:00;Platform HKZA;97
24-10-2023;02:10;Platform HKZA;99
24-10-2023;02:20;Platform HKZA;105
24-10-2023;02:30;Platform HKZA;104
24-10-2023;02:40;Platform HKZA;96
24-10-2023;02:50;Platform HKZA;95
24-10-2023;03:00;Platform HKZA;97
24-10-2023;03:10;Platform HKZA;96
24-10-2023;03:20;Platform HKZA;95
24-10-2023;03:30;Platform HKZA;98
24-10-2023;03:40;Platform HKZA;102
24-10-2023;03:50;Platform HKZA;98
24-10-2023;04:00;Platform HKZA;95
24-10-2023;04:10;Platform HKZA;91
24-10-2023;04:20;Platform HKZA;90
24-10-2023;04:30;Platform HKZA;92
24-10-2023;04:40;Platform HKZA;90
24-10-2023;04:50;Platform HKZA;84
24-10-2023;05:00;Platform HKZA;86
24-10-2023;05:10;Platform HKZA;88
24-10-2023;05:20;Platform HKZA;87
24-10-2023;05:30;Platform HKZA;89
24-10-2023;05:40;Platform HKZA;86
24-10-2023;05:50;Platform HKZA;83
24-10-2023;06:00;Platform HKZA;82
24-10-2023;06:10;Platform HKZA;84
24-10-2023;06:20;Platform HKZA;84
24-10-2023;06:30;Platform HKZA;80
24-10-2023;06:40;Platform HKZA;81
24-10-2023;06:50;Platform HKZA;82
24-10-2023;07:00;Platform HKZA;83
24-10-2023;07:10;Platform HKZA;83
24-10-2023;07:20;Platform HKZA;84
24-10-2023;07:30;Platform HKZA;90
24-10-2023;07:40;Platform HKZA;95
24-10-2023;07:50;Platform HKZA;94
