Datum;Tijd (CEST);Locatie;Golfhoogte in cm
10-10-2023;04:50;Platform HKZA;60
10-10-2023;05:00;Platform HKZA;61
10-10-2023;05:10;Platform HKZA;59
10-10-2023;05:20;Platform HKZA;61
10-10-2023;05:30;Platform HKZA;64
10-10-2023;05:40;Platform HKZA;63
10-10-2023;05:50;Platform HKZA;65
10-10-2023;06:00;Platform HKZA;63
10-10-2023;06:10;Platform HKZA;59
10-10-2023;06:20;Platform HKZA;62
10-10-2023;06:30;Platform HKZA;65
10-10-2023;06:40;Platform HKZA;64
10-10-2023;06:50;Platform HKZA;61
10-10-2023;07:00;Platform HKZA;59
10-10-2023;07:10;Platform HKZA;62
10-10-2023;07:20;Platform HKZA;65
10-10-2023;07:30;Platform HKZA;65
10-10-2023;07:40;Platform HKZA;65
10-10-2023;07:50;Platform HKZA;64
10-10-2023;08:00;Platform HKZA;65
10-10-2023;08:10;Platform HKZA;64
10-10-2023;08:20;Platform HKZA;65
10-10-2023;08:30;Platform HKZA;68
10-10-2023;08:40;Platform HKZA;66
10-10-2023;08:50;Platform HKZA;64
10-10-2023;09:00;Platform HKZA;65
10-10-2023;09:10;Platform HKZA;67
10-10-2023;09:20;Platform HKZA;70
10-10-2023;09:30;Platform HKZA;69
10-10-2023;09:40;Platform HKZA;68
10-10-2023;09:50;Platform HKZA;69
10-10-2023;10:00;Platform HKZA;74
10-10-2023;10:10;Platform HKZA;72
10-10-2023;10:20;Platform HKZA;70
10-10-2023;10:30;Platform HKZA;73
10-10-2023;10:40;Platform HKZA;74
10-10-2023;10:50;Platform HKZA;79
10-10-2023;11:00;Platform HKZA;80
10-10-2023;11:10;Platform HKZA;83
10-10-2023;11:20;Platform HKZA;86
10-10-2023;11:30;Platform HKZA;83
10-10-2023;11:40;Platform HKZA;80
10-10-2023;11:50;Platform HKZA;83
10-10-2023;12:00;Platform HKZA;87
10-10-2023;12:10;Platform HKZA;89
10-10-2023;12:20;Platform HKZA;92
10-10-2023;12:30;Platform HKZA;93
10-10-2023;12:40;Platform HKZA;90
10-10-2023;12:50;Platform HKZA;91
10-10-2023;13:00;Platform HKZA;93
10-10-2023;13:10;Platform HKZA;96
10-10-2023;13:20;Platform HKZA;95
10-10-2023;13:30;Platform HKZA;91
10-10-2023;13:40;Platform HKZA;90
10-10-2023;13:50;Platform HKZA;89
10-10-2023;14:00;Platform HKZA;84
10-10-2023;14:10;Platform HKZA;83
10-10-2023;14:20;Platform HKZA;83
10-10-2023;14:30;Platform HKZA;84
10-10-2023;14:40;Platform HKZA;85
10-10-2023;14:50;Platform HKZA;81
10-10-2023;15:00;Platform HKZA;79
10-10-2023;15:10;Platform HKZA;82
10-10-2023;15:20;Platform HKZA;84
10-10-2023;15:30;Platform HKZA;85
10-10-2023;15:40;Platform HKZA;84
10-10-2023;15:50;Platform HKZA;80
10-10-2023;16:00;Platform HKZA;80
10-10-2023;16:10;Platform HKZA;83
10-10-2023;16:20;Platform HKZA;79
10-10-2023;16:30;Platform HKZA;80
10-10-2023;16:40;Platform HKZA;85
10-10-2023;16:50;Platform HKZA;82
10-10-2023;17:00;Platform HKZA;78
10-10-2023;17:10;Platform HKZA;76
10-10-2023;17:20;Platform HKZA;76
10-10-2023;17:30;Platform HKZA;78
10-10-2023;17:40;Platform HKZA;78
10-10-2023;17:50;Platform HKZA;79
10-10-2023;18:00;Platform HKZA;83
10-10-2023;18:10;Platform HKZA;80
10-10-2023;18:20;Platform HKZA;73
10-10-2023;18:30;Platform HKZA;72
10-10-2023;18:40;Platform HKZA;72
10-10-2023;18:50;Platform HKZA;75
10-10-2023;19:00;Platform HKZA;79
10-10-2023;19:10;Platform HKZA;76
10-10-2023;19:20;Platform HKZA;76
10-10-2023;19:30;Platform HKZA;79
10-10-2023;19:40;Platform HKZA;76
10-10-2023;19:50;Platform HKZA;78
10-10-2023;20:00;Platform HKZA;80
10-10-2023;20:10;Platform HKZA;85
10-10-2023;20:20;Platform HKZA;98
10-10-2023;20:30;Platform HKZA;106
10-10-2023;20:40;Platform HKZA;101
10-10-2023;20:50;Platform HKZA;103
10-10-2023;21:00;Platform HKZA;122
10-10-2023;21:10;Platform HKZA;131
10-10-2023;21:20;Platform HKZA;129
10-10-2023;21:30;Platform HKZA;136
10-10-2023;21:40;Platform HKZA;148
10-10-2023;21:50;Platform HKZA;150
10-10-2023;22:00;Platform HKZA;157
10-10-2023;22:10;Platform HKZA;164
10-10-2023;22:20;Platform HKZA;164
10-10-2023;22:30;Platform HKZA;171
10-10-2023;22:40;Platform HKZA;181
10-10-2023;22:50;Platform HKZA;184
10-10-2023;23:00;Platform HKZA;186
10-10-2023;23:10;Platform HKZA;189
10-10-2023;23:20;Platform HKZA;193
10-10-2023;23:30;Platform HKZA;206
10-10-2023;23:40;Platform HKZA;199
10-10-2023;23:50;Platform HKZA;180
11-10-2023;00:00;Platform HKZA;201
11-10-2023;00:10;Platform HKZA;222
11-10-2023;00:20;Platform HKZA;215
11-10-2023;00:30;Platform HKZA;202
11-10-2023;00:40;Platform HKZA;197
11-10-2023;00:50;Platform HKZA;209
11-10-2023;01:00;Platform HKZA;213
11-10-2023;01:10;Platform HKZA;186
11-10-2023;01:20;Platform HKZA;176
11-10-2023;01:30;Platform HKZA;196
11-10-2023;01:40;Platform HKZA;207
11-10-2023;01:50;Platform HKZA;203
11-10-2023;02:00;Platform HKZA;192
11-10-2023;02:10;Platform HKZA;195
11-10-2023;02:20;Platform HKZA;189
11-10-2023;02:30;Platform HKZA;182
11-10-2023;02:40;Platform HKZA;181
11-10-2023;02:50;Platform HKZA;181
11-10-2023;03:00;Platform HKZA;183
11-10-2023;03:10;Platform HKZA;186
11-10-2023;03:20;Platform HKZA;185
11-10-2023;03:30;Platform HKZA;190
11-10-2023;03:40;Platform HKZA;206
11-10-2023;03:50;Platform HKZA;198
11-10-2023;04:00;Platform HKZA;189
11-10-2023;04:10;Platform HKZA;190
11-10-2023;04:20;Platform HKZA;178
11-10-2023;04:30;Platform HKZA;180
11-10-2023;04:40;Platform HKZA;182
11-10-2023;04:50;Platform HKZA;175
11-10-2023;05:00;Platform HKZA;179
11-10-2023;05:10;Platform HKZA;173
11-10-2023;05:20;Platform HKZA;169
11-10-2023;05:30;Platform HKZA;173
11-10-2023;05:40;Platform HKZA;165
11-10-2023;05:50;Platform HKZA;175
11-10-2023;06:00;Platform HKZA;181
11-10-2023;06:10;Platform HKZA;177
11-10-2023;06:20;Platform HKZA;176
11-10-2023;06:30;Platform HKZA;180
11-10-2023;06:40;Platform HKZA;186
11-10-2023;06:50;Platform HKZA;189
11-10-2023;07:00;Platform HKZA;196
11-10-2023;07:10;Platform HKZA;193
11-10-2023;07:20;Platform HKZA;182
11-10-2023;07:30;Platform HKZA;179
11-10-2023;07:40;Platform HKZA;172
11-10-2023;07:50;Platform HKZA;176
11-10-2023;08:00;Platform HKZA;174
11-10-2023;08:10;Platform HKZA;171
11-10-2023;08:20;Platform HKZA;176
11-10-2023;08:30;Platform HKZA;175
11-10-2023;08:40;Platform HKZA;174
11-10-2023;08:50;Platform HKZA;190
11-10-2023;09:00;Platform HKZA;199
11-10-2023;09:10;Platform HKZA;192
11-10-2023;09:20;Platform HKZA;185
11-10-2023;09:30;Platform HKZA;185
11-10-2023;09:40;Platform HKZA;188
11-10-2023;09:50;Platform HKZA;189
11-10-2023;10:00;Platform HKZA;188
11-10-2023;10:10;Platform HKZA;191
11-10-2023;10:20;Platform HKZA;190
11-10-2023;10:30;Platform HKZA;179
11-10-2023;10:40;Platform HKZA;177
11-10-2023;10:50;Platform HKZA;190
11-10-2023;11:00;Platform HKZA;196
11-10-2023;11:10;Platform HKZA;200
11-10-2023;11:20;Platform HKZA;203
11-10-2023;11:30;Platform HKZA;201
11-10-2023;11:40;Platform HKZA;206
11-10-2023;11:50;Platform HKZA;198
11-10-2023;12:00;Platform HKZA;185
11-10-2023;12:10;Platform HKZA;199
11-10-2023;12:20;Platform HKZA;205
11-10-2023;12:30;Platform HKZA;208
11-10-2023;12:40;Platform HKZA;212
11-10-2023;12:50;Platform HKZA;200
11-10-2023;13:00;Platform HKZA;195
11-10-2023;13:10;Platform HKZA;202
11-10-2023;13:20;Platform HKZA;201
11-10-2023;13:30;Platform HKZA;218
11-10-2023;13:40;Platform HKZA;233
11-10-2023;13:50;Platform HKZA;216
11-10-2023;14:00;Platform HKZA;200
11-10-2023;14:10;Platform HKZA;207
11-10-2023;14:20;Platform HKZA;212
11-10-2023;14:30;Platform HKZA;202
11-10-2023;14:40;Platform HKZA;201
11-10-2023;14:50;Platform HKZA;192
11-10-2023;15:00;Platform HKZA;212
11-10-2023;15:10;Platform HKZA;223
11-10-2023;15:20;Platform HKZA;212
11-10-2023;15:30;Platform HKZA;218
11-10-2023;15:40;Platform HKZA;205
11-10-2023;15:50;Platform HKZA;201
11-10-2023;16:00;Platform HKZA;214
11-10-2023;16:10;Platform HKZA;224
11-10-2023;16:20;Platform HKZA;210
11-10-2023;16:30;Platform HKZA;194
11-10-2023;16:40;Platform HKZA;205
11-10-2023;16:50;Platform HKZA;204
11-10-2023;17:00;Platform HKZA;201
11-10-2023;17:10;Platform HKZA;207
11-10-2023;17:20;Platform HKZA;207
11-10-2023;17:30;Platform HKZA;197
11-10-2023;17:40;Platform HKZA;184
11-10-2023;17:50;Platform HKZA;182
11-10-2023;18:00;Platform HKZA;186
11-10-2023;18:10;Platform HKZA;180
11-10-2023;18:20;Platform HKZA;189
11-10-2023;18:30;Platform HKZA;193
11-10-2023;18:40;Platform HKZA;174
11-10-2023;18:50;Platform HKZA;163
11-10-2023;19:00;Platform HKZA;154
11-10-2023;19:10;Platform HKZA;159
11-10-2023;19:20;Platform HKZA;160
11-10-2023;19:30;Platform HKZA;155
11-10-2023;19:40;Platform HKZA;170
11-10-2023;19:50;Platform HKZA;170
11-10-2023;20:00;Platform HKZA;160
11-10-2023;20:10;Platform HKZA;179
11-10-2023;20:20;Platform HKZA;188
11-10-2023;20:30;Platform HKZA;190
11-10-2023;20:40;Platform HKZA;185
11-10-2023;20:50;Platform HKZA;168
11-10-2023;21:00;Platform HKZA;168
11-10-2023;21:10;Platform HKZA;170
11-10-2023;21:20;Platform HKZA;162
11-10-2023;21:30;Platform HKZA;165
11-10-2023;21:40;Platform HKZA;160
11-10-2023;21:50;Platform HKZA;157
11-10-2023;22:00;Platform HKZA;171
11-10-2023;22:10;Platform HKZA;172
11-10-2023;22:20;Platform HKZA;164
11-10-2023;22:30;Platform HKZA;153
11-10-2023;22:40;Platform HKZA;157
11-10-2023;22:50;Platform HKZA;160
11-10-2023;23:00;Platform HKZA;158
11-10-2023;23:10;Platform HKZA;162
11-10-2023;23:20;Platform HKZA;162
11-10-2023;23:30;Platform HKZA;157
11-10-2023;23:40;Platform HKZA;151
11-10-2023;23:50;Platform HKZA;147
12-10-2023;00:00;Platform HKZA;149
12-10-2023;00:10;Platform HKZA;154
12-10-2023;00:20;Platform HKZA;152
12-10-2023;00:30;Platform HKZA;154
12-10-2023;00:40;Platform HKZA;161
12-10-2023;00:50;Platform HKZA;160
12-10-2023;01:00;Platform HKZA;158
12-10-2023;01:10;Platform HKZA;152
12-10-2023;01:20;Platform HKZA;149
12-10-2023;01:30;Platform HKZA;145
12-10-2023;01:40;Platform HKZA;135
12-10-2023;01:50;Platform HKZA;137
12-10-2023;02:00;Platform HKZA;149
12-10-2023;02:10;Platform HKZA;147
12-10-2023;02:20;Platform HKZA;137
12-10-2023;02:30;Platform HKZA;136
12-10-2023;02:40;Platform HKZA;138
12-10-2023;02:50;Platform HKZA;138
12-10-2023;03:00;Platform HKZA;132
12-10-2023;03:10;Platform HKZA;125
12-10-2023;03:20;Platform HKZA;123
12-10-2023;03:30;Platform HKZA;132
12-10-2023;03:40;Platform HKZA;136
12-10-2023;03:50;Platform HKZA;131
12-10-2023;04:00;Platform HKZA;129
12-10-2023;04:10;Platform HKZA;132
12-10-2023;04:20;Platform HKZA;132
12-10-2023;04:30;Platform HKZA;133
12-10-2023;04:40;Platform HKZA;134
12-10-2023;04:50;Platform HKZA;127
12-10-2023;05:00;Platform HKZA;128
12-10-2023;05:10;Platform HKZA;127
12-10-2023;05:20;Platform HKZA;127
12-10-2023;05:30;Platform HKZA;130
12-10-2023;05:40;Platform HKZA;131
12-10-2023;05:50;Platform HKZA;128
12-10-2023;06:00;Platform HKZA;125
12-10-2023;06:10;Platform HKZA;129
12-10-2023;06:20;Platform HKZA;127
12-10-2023;06:30;Platform HKZA;124
12-10-2023;06:40;Platform HKZA;123
12-10-2023;06:50;Platform HKZA;123
12-10-2023;07:00;Platform HKZA;122
12-10-2023;07:10;Platform HKZA;118
12-10-2023;07:20;Platform HKZA;121
12-10-2023;07:30;Platform HKZA;121
12-10-2023;07:40;Platform HKZA;119
12-10-2023;07:50;Platform HKZA;118
12-10-2023;08:00;Platform HKZA;125
12-10-2023;08:10;Platform HKZA;126
12-10-2023;08:20;Platform HKZA;118
12-10-2023;08:30;Platform HKZA;118
12-10-2023;08:40;Platform HKZA;118
12-10-2023;08:50;Platform HKZA;116
12-10-2023;09:00;Platform HKZA;113
12-10-2023;09:10;Platform HKZA;109
12-10-2023;09:20;Platform HKZA;113
12-10-2023;09:30;Platform HKZA;114
12-10-2023;09:40;Platform HKZA;113
12-10-2023;09:50;Platform HKZA;112
12-10-2023;10:00;Platform HKZA;111
12-10-2023;10:10;Platform HKZA;114
12-10-2023;10:20;Platform HKZA;111
12-10-2023;10:30;Platform HKZA;109
12-10-2023;10:40;Platform HKZA;109
12-10-2023;10:50;Platform HKZA;110
12-10-2023;11:00;Platform HKZA;109
12-10-2023;11:10;Platform HKZA;110
12-10-2023;11:20;Platform HKZA;111
12-10-2023;11:30;Platform HKZA;111
12-10-2023;11:40;Platform HKZA;109
12-10-2023;11:50;Platform HKZA;111
12-10-2023;12:00;Platform HKZA;107
12-10-2023;12:10;Platform HKZA;107
12-10-2023;12:20;Platform HKZA;118
12-10-2023;12:30;Platform HKZA;120
12-10-2023;12:40;Platform HKZA;118
12-10-2023;12:50;Platform HKZA;113
12-10-2023;13:00;Platform HKZA;107
12-10-2023;13:10;Platform HKZA;109
12-10-2023;13:20;Platform HKZA;113
12-10-2023;13:30;Platform HKZA;117
12-10-2023;13:40;Platform HKZA;118
12-10-2023;13:50;Platform HKZA;111
12-10-2023;14:00;Platform HKZA;114
12-10-2023;14:10;Platform HKZA;118
12-10-2023;14:20;Platform HKZA;114
12-10-2023;14:30;Platform HKZA;115
12-10-2023;14:40;Platform HKZA;116
12-10-2023;14:50;Platform HKZA;116
12-10-2023;15:00;Platform HKZA;113
12-10-2023;15:10;Platform HKZA;111
12-10-2023;15:20;Platform HKZA;110
12-10-2023;15:30;Platform HKZA;109
12-10-2023;15:40;Platform HKZA;109
12-10-2023;15:50;Platform HKZA;110
12-10-2023;16:00;Platform HKZA;111
12-10-2023;16:10;Platform HKZA;116
12-10-2023;16:20;Platform HKZA;121
12-10-2023;16:30;Platform HKZA;118
12-10-2023;16:40;Platform HKZA;116
12-10-2023;16:50;Platform HKZA;114
12-10-2023;17:00;Platform HKZA;114
12-10-2023;17:10;Platform HKZA;115
12-10-2023;17:20;Platform HKZA;114
12-10-2023;17:30;Platform HKZA;113
12-10-2023;17:40;Platform HKZA;112
12-10-2023;17:50;Platform HKZA;111
12-10-2023;18:00;Platform HKZA;111
12-10-2023;18:10;Platform HKZA;114
12-10-2023;18:20;Platform HKZA;111
12-10-2023;18:30;Platform HKZA;109
12-10-2023;18:40;Platform HKZA;108
12-10-2023;18:50;Platform HKZA;104
12-10-2023;19:00;Platform HKZA;104
12-10-2023;19:10;Platform HKZA;100
12-10-2023;19:20;Platform HKZA;101
12-10-2023;19:30;Platform HKZA;103
12-10-2023;19:40;Platform HKZA;107
12-10-2023;19:50;Platform HKZA;104
12-10-2023;20:00;Platform HKZA;101
12-10-2023;20:10;Platform HKZA;106
12-10-2023;20:20;Platform HKZA;104
12-10-2023;20:30;Platform HKZA;104
12-10-2023;20:40;Platform HKZA;108
12-10-2023;20:50;Platform HKZA;107
12-10-2023;21:00;Platform HKZA;104
12-10-2023;21:10;Platform HKZA;107
12-10-2023;21:20;Platform HKZA;104
12-10-2023;21:30;Platform HKZA;107
12-10-2023;21:40;Platform HKZA;108
12-10-2023;21:50;Platform HKZA;99
12-10-2023;22:00;Platform HKZA;102
12-10-2023;22:10;Platform HKZA;113
12-10-2023;22:20;Platform HKZA;110
12-10-2023;22:30;Platform HKZA;105
12-10-2023;22:40;Platform HKZA;109
12-10-2023;22:50;Platform HKZA;110
12-10-2023;23:00;Platform HKZA;107
12-10-2023;23:10;Platform HKZA;110
12-10-2023;23:20;Platform HKZA;113
12-10-2023;23:30;Platform HKZA;111
12-10-2023;23:40;Platform HKZA;108
12-10-2023;23:50;Platform HKZA;109
13-10-2023;00:00;Platform HKZA;114
13-10-2023;00:10;Platform HKZA;119
13-10-2023;00:20;Platform HKZA;121
13-10-2023;00:30;Platform HKZA;121
13-10-2023;00:40;Platform HKZA;122
13-10-2023;00:50;Platform HKZA;126
13-10-2023;01:00;Platform HKZA;128
13-10-2023;01:10;Platform HKZA;129
13-10-2023;01:20;Platform HKZA;132
13-10-2023;01:30;Platform HKZA;137
13-10-2023;01:40;Platform HKZA;138
13-10-2023;01:50;Platform HKZA;135
13-10-2023;02:00;Platform HKZA;142
13-10-2023;02:10;Platform HKZA;141
13-10-2023;02:20;Platform HKZA;137
13-10-2023;02:30;Platform HKZA;141
13-10-2023;02:40;Platform HKZA;137
13-10-2023;02:50;Platform HKZA;134
13-10-2023;03:00;Platform HKZA;133
13-10-2023;03:10;Platform HKZA;132
13-10-2023;03:20;Platform HKZA;131
13-10-2023;03:30;Platform HKZA;128
13-10-2023;03:40;Platform HKZA;134
13-10-2023;03:50;Platform HKZA;133
13-10-2023;04:00;Platform HKZA;130
13-10-2023;04:10;Platform HKZA;134
13-10-2023;04:20;Platform HKZA;138
13-10-2023;04:30;Platform HKZA;139
13-10-2023;04:40;Platform HKZA;132
13-10-2023;04:50;Platform HKZA;130
13-10-2023;05:00;Platform HKZA;139
13-10-2023;05:10;Platform HKZA;137
13-10-2023;05:20;Platform HKZA;132
13-10-2023;05:30;Platform HKZA;135
13-10-2023;05:40;Platform HKZA;138
13-10-2023;05:50;Platform HKZA;140
13-10-2023;06:00;Platform HKZA;147
13-10-2023;06:10;Platform HKZA;147
13-10-2023;06:20;Platform HKZA;149
13-10-2023;06:30;Platform HKZA;155
13-10-2023;06:40;Platform HKZA;160
13-10-2023;06:50;Platform HKZA;170
13-10-2023;07:00;Platform HKZA;169
13-10-2023;07:10;Platform HKZA;175
13-10-2023;07:20;Platform HKZA;193
13-10-2023;07:30;Platform HKZA;193
13-10-2023;07:40;Platform HKZA;183
13-10-2023;07:50;Platform HKZA;178
13-10-2023;08:00;Platform HKZA;166
13-10-2023;08:10;Platform HKZA;152
13-10-2023;08:20;Platform HKZA;154
13-10-2023;08:30;Platform HKZA;153
13-10-2023;08:40;Platform HKZA;146
13-10-2023;08:50;Platform HKZA;140
13-10-2023;09:00;Platform HKZA;153
13-10-2023;09:10;Platform HKZA;157
13-10-2023;09:20;Platform HKZA;144
13-10-2023;09:30;Platform HKZA;149
13-10-2023;09:40;Platform HKZA;154
13-10-2023;09:50;Platform HKZA;156
13-10-2023;10:00;Platform HKZA;161
13-10-2023;10:10;Platform HKZA;163
13-10-2023;10:20;Platform HKZA;164
13-10-2023;10:30;Platform HKZA;160
13-10-2023;10:40;Platform HKZA;162
13-10-2023;10:50;Platform HKZA;172
13-10-2023;11:00;Platform HKZA;176
13-10-2023;11:10;Platform HKZA;182
13-10-2023;11:20;Platform HKZA;184
13-10-2023;11:30;Platform HKZA;188
13-10-2023;11:40;Platform HKZA;192
13-10-2023;11:50;Platform HKZA;199
13-10-2023;12:00;Platform HKZA;190
13-10-2023;12:10;Platform HKZA;197
13-10-2023;12:20;Platform HKZA;204
13-10-2023;12:30;Platform HKZA;200
13-10-2023;12:40;Platform HKZA;205
13-10-2023;12:50;Platform HKZA;215
13-10-2023;13:00;Platform HKZA;226
13-10-2023;13:10;Platform HKZA;241
13-10-2023;13:20;Platform HKZA;243
13-10-2023;13:30;Platform HKZA;239
13-10-2023;13:40;Platform HKZA;235
13-10-2023;13:50;Platform HKZA;240
13-10-2023;14:00;Platform HKZA;248
13-10-2023;14:10;Platform HKZA;244
13-10-2023;14:20;Platform HKZA;254
13-10-2023;14:30;Platform HKZA;
13-10-2023;14:40;Platform HKZA;283
13-10-2023;14:50;Platform HKZA;281
13-10-2023;15:00;Platform HKZA;283
13-10-2023;15:10;Platform HKZA;285
13-10-2023;15:20;Platform HKZA;295
13-10-2023;15:30;Platform HKZA;289
13-10-2023;15:40;Platform HKZA;276
13-10-2023;15:50;Platform HKZA;291
13-10-2023;16:00;Platform HKZA;293
13-10-2023;16:10;Platform HKZA;309
13-10-2023;16:20;Platform HKZA;326
13-10-2023;16:30;Platform HKZA;334
13-10-2023;16:40;Platform HKZA;344
13-10-2023;16:50;Platform HKZA;314
13-10-2023;17:00;Platform HKZA;304
13-10-2023;17:10;Platform HKZA;309
13-10-2023;17:20;Platform HKZA;290
13-10-2023;17:30;Platform HKZA;287
13-10-2023;17:40;Platform HKZA;287
13-10-2023;17:50;Platform HKZA;285
13-10-2023;18:00;Platform HKZA;295
13-10-2023;18:10;Platform HKZA;288
13-10-2023;18:20;Platform HKZA;264
13-10-2023;18:30;Platform HKZA;254
13-10-2023;18:40;Platform HKZA;241
13-10-2023;18:50;Platform HKZA;234
13-10-2023;19:00;Platform HKZA;238
13-10-2023;19:10;Platform HKZA;234
13-10-2023;19:20;Platform HKZA;227
13-10-2023;19:30;Platform HKZA;215
13-10-2023;19:40;Platform HKZA;227
13-10-2023;19:50;Platform HKZA;230
13-10-2023;20:00;Platform HKZA;226
13-10-2023;20:10;Platform HKZA;231
13-10-2023;20:20;Platform HKZA;224
13-10-2023;20:30;Platform HKZA;231
13-10-2023;20:40;Platform HKZA;229
13-10-2023;20:50;Platform HKZA;210
13-10-2023;21:00;Platform HKZA;208
13-10-2023;21:10;Platform HKZA;205
13-10-2023;21:20;Platform HKZA;198
13-10-2023;21:30;Platform HKZA;193
13-10-2023;21:40;Platform HKZA;190
13-10-2023;21:50;Platform HKZA;192
13-10-2023;22:00;Platform HKZA;194
13-10-2023;22:10;Platform HKZA;191
13-10-2023;22:20;Platform HKZA;196
13-10-2023;22:30;Platform HKZA;200
13-10-2023;22:40;Platform HKZA;187
13-10-2023;22:50;Platform HKZA;180
13-10-2023;23:00;Platform HKZA;178
13-10-2023;23:10;Platform HKZA;177
13-10-2023;23:20;Platform HKZA;170
13-10-2023;23:30;Platform HKZA;161
13-10-2023;23:40;Platform HKZA;163
13-10-2023;23:50;Platform HKZA;174
14-10-2023;00:00;Platform HKZA;175
14-10-2023;00:10;Platform HKZA;170
14-10-2023;00:20;Platform HKZA;176
14-10-2023;00:30;Platform HKZA;186
14-10-2023;00:40;Platform HKZA;184
14-10-2023;00:50;Platform HKZA;176
14-10-2023;01:00;Platform HKZA;184
14-10-2023;01:10;Platform HKZA;186
14-10-2023;01:20;Platform HKZA;175
14-10-2023;01:30;Platform HKZA;184
14-10-2023;01:40;Platform HKZA;186
14-10-2023;01:50;Platform HKZA;186
14-10-2023;02:00;Platform HKZA;190
14-10-2023;02:10;Platform HKZA;207
14-10-2023;02:20;Platform HKZA;213
14-10-2023;02:30;Platform HKZA;198
14-10-2023;02:40;Platform HKZA;216
14-10-2023;02:50;Platform HKZA;228
14-10-2023;03:00;Platform HKZA;224
14-10-2023;03:10;Platform HKZA;229
14-10-2023;03:20;Platform HKZA;234
14-10-2023;03:30;Platform HKZA;229
14-10-2023;03:40;Platform HKZA;224
14-10-2023;03:50;Platform HKZA;245
14-10-2023;04:00;Platform HKZA;257
14-10-2023;04:10;Platform HKZA;247
14-10-2023;04:20;Platform HKZA;251
14-10-2023;04:30;Platform HKZA;252
14-10-2023;04:40;Platform HKZA;252
14-10-2023;04:50;Platform HKZA;250
14-10-2023;05:00;Platform HKZA;245
14-10-2023;05:10;Platform HKZA;253
14-10-2023;05:20;Platform HKZA;254
14-10-2023;05:30;Platform HKZA;249
14-10-2023;05:40;Platform HKZA;242
14-10-2023;05:50;Platform HKZA;251
14-10-2023;06:00;Platform HKZA;259
14-10-2023;06:10;Platform HKZA;249
14-10-2023;06:20;Platform HKZA;249
14-10-2023;06:30;Platform HKZA;257
14-10-2023;06:40;Platform HKZA;254
14-10-2023;06:50;Platform HKZA;275
14-10-2023;07:00;Platform HKZA;284
14-10-2023;07:10;Platform HKZA;265
14-10-2023;07:20;Platform HKZA;269
14-10-2023;07:30;Platform HKZA;269
14-10-2023;07:40;Platform HKZA;253
14-10-2023;07:50;Platform HKZA;251
14-10-2023;08:00;Platform HKZA;253
14-10-2023;08:10;Platform HKZA;243
14-10-2023;08:20;Platform HKZA;258
14-10-2023;08:30;Platform HKZA;264
14-10-2023;08:40;Platform HKZA;260
14-10-2023;08:50;Platform HKZA;262
14-10-2023;09:00;Platform HKZA;279
14-10-2023;09:10;Platform HKZA;292
14-10-2023;09:20;Platform HKZA;274
14-10-2023;09:30;Platform HKZA;271
14-10-2023;09:40;Platform HKZA;271
14-10-2023;09:50;Platform HKZA;267
14-10-2023;10:00;Platform HKZA;271
14-10-2023;10:10;Platform HKZA;290
14-10-2023;10:20;Platform HKZA;287
14-10-2023;10:30;Platform HKZA;276
14-10-2023;10:40;Platform HKZA;281
14-10-2023;10:50;Platform HKZA;289
14-10-2023;11:00;Platform HKZA;285
14-10-2023;11:10;Platform HKZA;272
14-10-2023;11:20;Platform HKZA;266
14-10-2023;11:30;Platform HKZA;262
14-10-2023;11:40;Platform HKZA;279
14-10-2023;11:50;Platform HKZA;284
14-10-2023;12:00;Platform HKZA;266
14-10-2023;12:10;Platform HKZA;260
14-10-2023;12:20;Platform HKZA;265
14-10-2023;12:30;Platform HKZA;274
14-10-2023;12:40;Platform HKZA;273
14-10-2023;12:50;Platform HKZA;280
14-10-2023;13:00;Platform HKZA;276
14-10-2023;13:10;Platform HKZA;257
14-10-2023;13:20;Platform HKZA;253
14-10-2023;13:30;Platform HKZA;247
14-10-2023;13:40;Platform HKZA;255
14-10-2023;13:50;Platform HKZA;258
14-10-2023;14:00;Platform HKZA;265
14-10-2023;14:10;Platform HKZA;259
14-10-2023;14:20;Platform HKZA;257
14-10-2023;14:30;Platform HKZA;259
14-10-2023;14:40;Platform HKZA;253
14-10-2023;14:50;Platform HKZA;265
14-10-2023;15:00;Platform HKZA;268
14-10-2023;15:10;Platform HKZA;268
14-10-2023;15:20;Platform HKZA;267
14-10-2023;15:30;Platform HKZA;266
14-10-2023;15:40;Platform HKZA;273
14-10-2023;15:50;Platform HKZA;255
14-10-2023;16:00;Platform HKZA;257
14-10-2023;16:10;Platform HKZA;281
14-10-2023;16:20;Platform HKZA;280
14-10-2023;16:30;Platform HKZA;263
14-10-2023;16:40;Platform HKZA;254
14-10-2023;16:50;Platform HKZA;261
14-10-2023;17:00;Platform HKZA;263
14-10-2023;17:10;Platform HKZA;254
14-10-2023;17:20;Platform HKZA;253
14-10-2023;17:30;Platform HKZA;257
14-10-2023;17:40;Platform HKZA;246
14-10-2023;17:50;Platform HKZA;243
14-10-2023;18:00;Platform HKZA;252
14-10-2023;18:10;Platform HKZA;245
14-10-2023;18:20;Platform HKZA;251
14-10-2023;18:30;Platform HKZA;259
14-10-2023;18:40;Platform HKZA;253
14-10-2023;18:50;Platform HKZA;238
14-10-2023;19:00;Platform HKZA;232
14-10-2023;19:10;Platform HKZA;246
14-10-2023;19:20;Platform HKZA;236
14-10-2023;19:30;Platform HKZA;225
